"zoneid","hu12_states","hu12_nlcd2006_pct_11","hu12_nlcd2006_pct_90","hu12_nlcd2006_pct_95","hu12_baseflowindex_mean","hu12_groundwaterrecharge_mean","hu12_prism_ppt_30yr_normal_800mm2_annual_mean","hu12_prism_tmean_30yr_normal_800mm2_annual_mean","hu12_runoff_mean","hu12_lakes_lakes4ha_overlapping_area_pct","hu12_lakes_lakes4ha_isolated_overlapping_area_pct","hu12_lakes_lakes4ha_headwater_overlapping_area_pct","hu12_lakes_lakes4ha_drstream_overlapping_area_pct","hu12_lakes_lakes4ha_drlakestream_overlapping_area_pct","hu12_lakes_lakes4to10ha_overlapping_area_pct","hu12_lakes_lakes10ha_overlapping_area_pct","hu12_streamdensity_streams_density_mperha","hu12_streamdensity_headwaters_density_mperha","hu12_streamdensity_midreaches_density_mperha","hu12_streamdensity_rivers_density_mperha","hu12_wl_allwetlandsundissolved_overlapping_area_pct","hu12_wl_isolatedwetlandsundissolved_overlapping_area_pct","hu12_wl_singlewetlandsundissolved_overlapping_area_pct","hu12_wl_connectedwetlandsundissolved_overlapping_area_pct","hu12_wl_forestedwetlandsundissolved_overlapping_area_pct","hu12_wl_scrubshrubwetlandsundissolved_overlapping_area_pct","hu12_wl_openwaterwetlandsundissolved_overlapping_area_pct"
135,"MO",0.0909,0.6735,0,48.7753,138.5393,1156.5238,14.2013,11.3279,0,0,0,0,0,0,0,33.5838,30.5223,3.0615,0,0.5167,0,0,0.5167,0.4814,0.0217,0.0135
219,"MO",0.8175,3.8108,0.053,33.7978,77.5955,1146.3884,13.547,9.237,0,0,0,0,0,0,0,17.1088,15.4425,1.6663,0,2.6791,0.054,0.0348,2.5904,2.1925,0.0157,0.47
223,"MO",1.2999,15.4341,0.1085,31.8448,72.7759,1143.0547,13.5361,9.1737,0.1503,0.1503,0,0,0,0.1503,0,18.0385,15.3449,2.6936,0,8.7105,0.2566,0.1446,8.3092,6.4196,0.3128,1.9427
233,"MO",0.1652,0.2616,0,47.418,115.8197,1162.49,13.9787,9.7132,0.0605,0,0,0.0605,0,0.0605,0,12.2099,10.8816,1.3283,0,0.4883,0.0796,0.1147,0.294,0.3432,0.0641,0.0522
237,"MO",0.7245,0.0523,0,41.0168,123.8771,1171.7251,13.4973,12.0291,0.7925,0,0,0,0.7925,0,0.7925,14.0457,13.4035,0.6422,0,0.0126,0.0114,0,0.0012,0.0012,0,0.0114
238,"MO",0.9086,0.1061,0,40.1075,121.5269,1168.2216,13.4586,12.0647,0.9723,0,0,0,0.9723,0,0.9723,15.1902,15.0199,0.1702,0,2e-04,2e-04,0,0,0,0,2e-04
239,"MO",14.8637,0.2514,0,39.5102,121.5714,1157.4465,13.6144,12.277,15.4997,0,0,0,15.4997,0,15.4997,7.7721,7.329,0.4432,0,0.0036,0.0036,0,0,6e-04,0.0014,0.0016
240,"MO",23.4143,0.1601,0,38.0246,117.5574,1162.4064,13.6465,12.4022,23.8486,0,0,0,23.8486,0,23.8486,8.6161,5.9564,0.2233,2.4364,0.0028,0.0028,0,0,0,0.0014,0.0013
241,"MO",27.4038,0.1136,0,36.5505,115.422,1176.446,13.6814,12.7475,27.1696,0,0,0,27.1696,0,27.1696,6.7099,4.865,0,1.8449,0.0056,6e-04,9e-04,0.004,3e-04,0.004,0.0012
242,"MO",29.1237,0.1072,0,35.791,112.2836,1160.6482,13.6041,12.6755,29.3534,0,0,0,29.3534,0,29.3534,7.2589,6.0422,0,1.2166,0,0,0,0,0,0,0
243,"MO",0.0381,0.3318,0,36.7477,109.4299,1159.8673,12.6506,11.7894,0,0,0,0,0,0,0,14.2872,13.8307,0.4564,0,0.0286,0.023,0.0025,0.0031,0,0.0019,0.0267
244,"MO",0.0244,0.4536,0,35.9,105.1,1151.8309,12.9108,11.5401,0,0,0,0,0,0,0,17.5272,15.7551,1.7722,0,0.0159,0.0066,0.0053,0.0041,0.0059,0.0052,0.0048
245,"MO",0.0182,0.2061,0,36.6196,107.5326,1162.6537,12.8123,11.6039,0,0,0,0,0,0,0,17.2233,16.2265,0.9968,0,0.043,0.0193,0.0057,0.018,0.001,0.0152,0.0268
246,"MO",0.057,0.2543,0,35.3429,102.2571,1146.7229,13.0083,11.3656,0,0,0,0,0,0,0,17.0878,14.5902,2.4976,0,0.0366,0.0253,0.0044,0.0069,0.0016,0.0109,0.0241
247,"MO",0.0721,0.3956,0,35.7818,103.9,1158.4535,12.895,11.4353,0,0,0,0,0,0,0,13.0456,12.2329,0.8127,0,0.0516,0.0396,0.0039,0.0081,0.0014,0.0056,0.0436
248,"MO",0.0563,0.5459,0,34.2712,96.9492,1149.2004,12.9551,11.1788,0,0,0,0,0,0,0,11.3043,11.3043,0,0,0.0664,0.0295,0.0147,0.0222,0.0032,0,0.0633
249,"MO",0.0509,0.8616,0.0102,33.5574,96.8361,1152.427,12.9461,11.3674,0,0,0,0,0,0,0,13.6356,11.8104,1.8253,0,0.3227,0.0926,0.0109,0.2192,0.1664,0.08,0.0763
250,"MO",1.6673,0.4047,0.0175,34.7424,100.197,1148.1022,13.0052,11.3703,1.7712,0,0,1.7712,0,0,1.7712,8.79,7.9033,0.8866,0,1.2303,0.399,0.1318,0.6995,0.7147,0.1365,0.3633
251,"MO",0.0207,0.1924,0,40.8231,122.9385,1165.3002,12.6454,11.9856,0,0,0,0,0,0,0,13.9851,13.691,0.2941,0,0.217,0.2148,9e-04,0.0012,0.0017,0.0332,0.1821
252,"MO",0,0.112,0,40.8235,123.2941,1190.8375,12.6757,12.0295,0,0,0,0,0,0,0,15.7551,15.7551,0,0,0.0108,0.0081,8e-04,0.0019,0.0019,8e-04,0.0081
253,"MO",0.0279,0.3891,0.0052,37.9151,113.3491,1173.9532,12.7219,11.8637,0,0,0,0,0,0,0,17.619,16.092,1.5269,0,0.0371,0.0123,0.0011,0.0237,0.001,0.0119,0.0242
254,"MO",0.0726,0.1858,0,36.0556,107.0556,1183.9825,12.7478,11.7684,0,0,0,0,0,0,0,16.666,15.8092,0.8568,0,0.1076,0.1022,0,0.0054,0.0032,0.0028,0.1016
255,"MO",0.0124,0.7714,0,37.2549,111.8824,1207.3938,12.7172,11.928,0.0923,0,0.0923,0,0,0.0923,0,17.3864,14.5151,2.8713,0,0.14,0.0759,0.0014,0.0627,0.0187,0.0238,0.0976
256,"MO",0.0421,0.4355,0,34.8468,103.2097,1174.9443,12.8185,11.7644,0,0,0,0,0,0,0,12.8199,11.5449,1.2749,0,0.3462,0.2606,0.026,0.0597,0.0173,0.049,0.28
257,"MO",0.0328,0.3409,0,35.8723,107.0638,1151.6528,12.926,11.8669,0,0,0,0,0,0,0,15.0008,13.717,1.2839,0,0.075,0.0562,0.0082,0.0106,0.0039,0.005,0.0661
258,"MO",0.0409,0.6262,0.015,35.9403,105.6567,1140.7699,13.0612,11.6751,0,0,0,0,0,0,0,15.484,13.1253,2.3586,0,0.6066,0.124,0.0116,0.471,0.3368,0.1408,0.129
259,"MO",0.0481,0.4783,0,36.3425,107.726,1143.7015,13.0933,11.7871,0,0,0,0,0,0,0,14.4905,12.8038,1.6867,0,0.1218,0.0433,0.0045,0.074,0.066,0.0028,0.0529
260,"MO",0.029,0.2789,0,35.8077,99.5615,1145.389,13.08,10.9874,0,0,0,0,0,0,0,6.1903,6.1903,0,0,0.183,0.1254,0.0399,0.0176,0.0162,0.0419,0.1248
261,"MO",0.0066,0.3195,0,39.1176,109,1116.9954,13.1295,11.0371,0,0,0,0,0,0,0,12.8583,12.2797,0.5785,0,0.0454,0.0365,0.008,0.001,6e-04,0.003,0.0405
262,"MO",0.0477,0.4376,0,38.9688,108.375,1130.2736,13.1971,11.011,0,0,0,0,0,0,0,11.2871,10.3409,0.9461,0,0.1128,0.1,0.003,0.0098,0.0157,0.0095,0.0877
263,"MO",0.1281,0.7756,0.0104,36.2675,104.5159,1140.9088,13.0735,11.3756,0,0,0,0,0,0,0,12.0798,10.5702,1.5096,0,0.4731,0.2189,0.0592,0.195,0.1599,0.0182,0.2949
264,"MO",0.2173,0.9054,0,38.5825,111.1165,1133.6826,13.1948,11.4156,0,0,0,0,0,0,0,15.8056,13.9418,1.8637,0,0.3794,0.0825,0.0064,0.2905,0.2896,0.0204,0.0695
265,"MO",0.0246,0.1308,0.0043,44.0484,130.3871,1160.8164,13.2611,11.7628,0,0,0,0,0,0,0,13.846,13.1161,0.7299,0,0.1164,0.1,0.0097,0.0068,0.0344,7e-04,0.0813
266,"MO",0.1081,0.0378,0,44.2941,129.9265,1159.1102,13.2867,11.6076,0,0,0,0,0,0,0,16.4755,15.1819,1.2935,0,0.0193,0.0147,0,0.0046,0,0,0.0193
267,"MO",0.0419,0.277,0,44.7232,125.7589,1162.7054,13.3814,11.0448,0,0,0,0,0,0,0,13.6933,13.0736,0.6197,0,0.0128,0.0106,0.0013,9e-04,0.0028,0,0.01
268,"MO",0,0.088,0,44.0192,127.0769,1162.394,13.3574,11.3729,0,0,0,0,0,0,0,14.5356,13.302,1.2336,0,0.0156,0.0149,0,8e-04,0,8e-04,0.0149
269,"MO",0.0137,0.1028,0,40.6324,118.3088,1161.9897,13.3713,11.4795,0,0,0,0,0,0,0,16.5071,15.7649,0.7421,0,0.0045,0.0015,0,0.003,0.001,0.0019,0.0015
270,"MO",0.0114,0.0488,0,40.6705,121.3409,1175.516,13.3687,11.8841,0,0,0,0,0,0,0,17.5645,16.4067,1.1578,0,7e-04,0,0,7e-04,0,0,7e-04
271,"MO",0.0341,0.3491,0,42.0096,122.4135,1161.4718,13.4052,11.501,0,0,0,0,0,0,0,16.5946,14.3421,2.2525,0,0.0136,0.0124,0,0.0012,0.0071,0,0.0065
272,"MO",0.0241,0.0128,0,38.3793,113.8103,1156.5201,13.2939,11.7472,0,0,0,0,0,0,0,18.6516,17.965,0.6866,0,9e-04,9e-04,0,0,0,0,9e-04
273,"MO",1.1273,1.0654,0,37.9231,113.5128,1157.2867,13.3672,11.9045,1.0538,0,0,0,1.0538,0,1.0538,17.7662,14.7729,2.9933,0,0.0293,0.0133,0,0.016,0.0141,5e-04,0.0147
274,"MO",0,0.1835,0,37.5079,112.7619,1157.5315,13.1884,11.9684,0,0,0,0,0,0,0,15.4415,14.939,0.5025,0,0.0065,0.0056,0,9e-04,0,7e-04,0.0059
275,"MO",0,0.0565,0,39.0769,110.4904,1150.0145,13.1686,11.1502,0,0,0,0,0,0,0,16.2498,14.8819,1.3679,0,0.015,0.0096,0,0.0054,0,0,0.015
276,"MO",0.0048,0.2835,0,39,110.8348,1130.3501,13.1019,11.2462,0,0,0,0,0,0,0,14.3212,13.2508,1.0704,0,0.015,0.0128,6e-04,0.0016,9e-04,0.0011,0.0131
277,"MO",0,0.3878,0,39,112.9358,1150.1752,13.2249,11.4286,0,0,0,0,0,0,0,15.3191,13.5657,1.7534,0,0.0257,0.0195,0,0.0062,0.0048,0.0017,0.0193
278,"MO",0.0024,0.3721,0,38.9444,113.7222,1142.0388,13.178,11.5517,0,0,0,0,0,0,0,15.6258,12.1589,3.4669,0,0.0353,0.0253,7e-04,0.0093,0,0,0.0353
279,"MO",0.4482,0.9153,0,37.4918,111.0328,1146.1379,13.1851,11.7694,0,0,0,0,0,0,0,16.4853,13.768,2.7174,0,0.0489,0.014,0.0101,0.0248,0.0292,0.0048,0.0148
280,"MO",0,0.2313,0,37.8095,114.5873,1162.1108,13.4115,12.0882,0,0,0,0,0,0,0,16.7251,15.6061,1.119,0,0.0126,0.0117,0,9e-04,0,0,0.0126
281,"MO",0.7851,0.7395,0,39.1791,116.9104,1153.9325,13.3069,11.8432,0,0,0,0,0,0,0,18.1127,15.843,2.2697,0,0.0638,0.0024,0,0.0614,0.0592,0.0023,0.0024
282,"MO",4.466,0.3207,0,38.0345,114.7069,1155.1752,13.3668,12.0211,4.3216,0,0,0,4.3216,0,4.3216,15.9043,12.6221,3.2653,0.0169,0.0787,0.0234,0.0039,0.0513,0.0464,0.0193,0.013
283,"MO",2.3882,0.1868,0,37.9318,114.9091,1161.1018,13.4744,12.0819,2.4006,0,0,0,2.4006,0,2.4006,15.9987,15.6783,0.3204,0,0,0,0,0,0,0,0
284,"MO",4.0648,0.0514,0,36.5077,112.1846,1165.2689,13.5496,12.3463,4.0105,0,0,0,4.0105,0,4.0105,14.0494,14.039,0,0.0104,0.008,0.0071,0,9e-04,0.0032,9e-04,0.0039
285,"MO",19.3158,0.1728,0,36.9769,112.6,1155.9875,13.451,12.1956,19.3903,0,0,0,19.3903,0,19.3903,11.5853,8.599,0.0879,2.8984,0.0076,0.0018,0,0.0058,0.0049,9e-04,0.0018
286,"MO",2.4654,0.0524,0,36.5254,116.4576,1138.7358,13.6498,12.8557,2.5297,0,0,0,2.5297,0,2.5297,12.3222,12.3072,0,0.015,0.1134,0.0617,0,0.0518,0.1088,0,0.0047
287,"MO",0.1578,0.0826,0,36.3542,112.8542,1151.1506,13.5527,12.4704,0.076,0,0,0,0.076,0,0.076,16.5521,15.119,1.4331,0,0.0286,0.0034,0,0.0251,0.0176,0.0106,3e-04
288,"MO",0.0347,0.1015,0,36.0571,108.781,1156.4249,13.0465,12.0186,0,0,0,0,0,0,0,18.9319,17.6232,1.3087,0,0.0076,0.0076,0,0,0,3e-04,0.0072
289,"MO",0.0479,0.1953,0,35.6351,107.75,1184.3295,12.9027,12.0576,0,0,0,0,0,0,0,16.8734,15.7375,1.1359,0,0.0441,0.0441,0,0,0.0029,5e-04,0.0407
290,"MO",0,0.0764,0,36.7652,112.1565,1152.4247,13.2792,12.171,0,0,0,0,0,0,0,15.9323,14.3987,1.5336,0,9e-04,5e-04,0,5e-04,0,0,9e-04
291,"MO",0.0601,0.4241,0,37.5495,115.4955,1144.8717,13.2726,12.3069,0,0,0,0,0,0,0,15.7532,13.4053,2.3479,0,0.0061,0.0032,0,0.0029,0.0025,0,0.0036
292,"MO",1.7541,0.6813,0,37.25,116.0208,1133.813,13.5116,12.4791,1.6348,0,0,0,1.6348,0,1.6348,16.7412,14.8387,1.9024,0,0.0847,0.0656,0,0.0191,0.0422,0.0238,0.0187
293,"MO",2.9664,0.0355,0.0432,38.614,122.9298,1122.0573,13.6424,12.7925,3.1966,0,0,0,3.1966,0,3.1966,13.8049,13.8049,0,0,0.0872,0.0337,0.0023,0.0511,0.0649,0.0105,0.0118
294,"MO",9.4584,0.0838,0,38.6667,122.9583,1116.7725,13.6147,12.7749,9.5495,0.0988,0,0,9.4507,0.0988,9.4507,10.3817,10.3817,0,0,0.2699,0.2009,0,0.069,0.2221,0.0014,0.0463
295,"MO",0.0346,0.1472,0,37.7556,116.3556,1163.875,13.1029,12.3461,0,0,0,0,0,0,0,14.583,13.1667,1.4163,0,0.0174,0.0153,0.0014,7e-04,0,0.0031,0.0143
296,"MO",0.0095,0.3549,0,41.1359,125.2524,1165.4418,12.9376,12.1916,0,0,0,0,0,0,0,15.2889,13.7325,1.5564,0,0.0123,0.0042,4e-04,0.0077,0.0077,4e-04,0.0042
297,"MO",0,0.0887,0,37.7024,119.6071,1143.2983,13.3157,12.6525,0,0,0,0,0,0,0,13.6023,12.6787,0.9236,0,0.0169,0.0137,0.0032,0,5e-04,0,0.0164
298,"MO",0.0366,0.1379,0,37.7143,117.2078,1156.8094,13.146,12.4218,0,0,0,0,0,0,0,15.8418,13.8641,1.9777,0,0.0135,0.0038,0.0011,0.0085,0.0043,0.0042,0.0044
299,"MO",0.0083,0.4704,0,37.735,120.7863,1138.1848,13.3333,12.7359,0,0,0,0,0,0,0,14.1982,12.1792,2.019,0,0.0332,0.0111,7e-04,0.0214,0.0106,0.0145,0.0081
300,"MO",0,0.125,0,37.6719,115.8281,1171.5789,12.9936,12.2893,0,0,0,0,0,0,0,13.7305,13.7297,8e-04,0,0.0074,0.0068,6e-04,0,0,0,0.0074
301,"MO",0,0.3729,0,38.1951,119.187,1155.5406,13.1657,12.4621,0,0,0,0,0,0,0,15.2888,13.9494,1.3394,0,0.0109,0.0037,0,0.0072,0,0.0072,0.0037
302,"MO",0.0585,0.5291,0.0106,38,120.8485,1141.8564,13.3741,12.6647,0,0,0,0,0,0,0,13.7844,11.9935,1.7909,0,0.0051,0.0026,6e-04,0.0019,0,0,0.0051
303,"MO",0.0018,0.0831,0,38.1485,124.1386,1145.4489,13.483,12.9159,0,0,0,0,0,0,0,13.6624,12.269,1.3934,0,0.001,0.001,0,0,0,0,0.001
304,"MO",0.1476,1.9076,0,38.5185,122.2963,1137.5338,13.4668,12.6622,0,0,0,0,0,0,0,15.7128,12.4758,3.237,0,0.3114,0.019,0,0.2924,0.0402,0.2426,0.0286
305,"MO",0,0.0774,0,39.0923,128.7077,1145.6111,13.696,13.0919,0,0,0,0,0,0,0,13.9719,12.5568,1.4151,0,0.0038,0,0,0.0038,0,0.0038,0
306,"MO",0.359,0.6326,0,38.4146,124.439,1136.2106,13.6507,12.9081,0,0,0,0,0,0,0,13.9159,11.0897,2.8263,0,0.0515,0.008,0,0.0435,0.0018,0.0425,0.0071
307,"MO",0.8626,1.1114,0,39.4366,126.6338,1124.9625,13.6125,12.8402,0.0081,0,0,0,0.0081,0,0.0081,15.2746,13.5727,1.7019,0,0.0168,0.0071,4e-04,0.0093,0.0038,0.0067,0.0063
308,"MO",0.2707,0.2872,0,39.1695,118.7288,1203.7689,12.7687,12.1002,0.0447,0,0,0.0447,0,0.0447,0,15.5584,14.6783,0.8801,0,0.0784,0.058,0,0.0204,5e-04,0.0225,0.0554
309,"MO",0,0.1769,0,38.1039,116.1429,1199.7446,12.9012,12.1771,0,0,0,0,0,0,0,14.993,13.7608,1.2322,0,0.0017,5e-04,0.0012,0,0,0,0.0017
310,"MO",0.0034,0.4178,0,38.2763,117.6447,1173.1063,13.0291,12.2875,0,0,0,0,0,0,0,15.3807,13.2218,2.1589,0,0.0052,0.0052,0,0,0,0,0.0052
311,"MO",0.026,0.3384,0.0042,38.5315,119.4595,1150.7867,13.2211,12.4184,0,0,0,0,0,0,0,17.8235,16.5287,1.2948,0,0.0082,0.0076,6e-04,0,0,0.004,0.0042
312,"MO",0.1458,0.7846,0,38.8182,121.8961,1127.5385,13.442,12.6018,0.0509,0,0,0,0.0509,0,0.0509,15.7166,13.0861,2.6305,0,0.0135,0.01,0,0.0034,0,0.0034,0.01
313,"MO",4.5019,0.3249,0.0926,39.6667,127.5098,1113.1038,13.6895,12.8682,5.6004,0,0,0,5.6004,0,5.6004,10.6944,10.6928,0.0016,0,0.0375,0.0365,0.001,0,0.0099,0.0012,0.0263
314,"MO",4.8107,0.1863,0,40.0309,131.3918,1122.5643,13.7793,13.1226,5.076,0,0,0,5.076,0,5.076,12.2305,12.2305,0,0,0.0054,0.0054,0,0,0,4e-04,0.0049
315,"MO",10.326,0.0203,0,40.4878,135.0976,1122.2611,13.8335,13.3112,10.7003,0,0,0,10.7003,0,10.7003,9.4096,9.4096,0,0,0.0096,0.0096,0,0,7e-04,0.0055,0.0034
316,"MO",0,0.0802,0,38.6667,125.8844,1105.2135,13.5749,12.9228,0,0,0,0,0,0,0,15.6182,15.007,0.6112,0,0.0133,0.0109,9e-04,0.0015,9e-04,0,0.0124
317,"MO",0,0.0737,0,39.5,131.2234,1097.4694,13.7643,13.132,0,0,0,0,0,0,0,15.9112,14.3207,1.5905,0,0.0245,0.0197,0.0015,0.0033,8e-04,5e-04,0.0232
318,"MO",0.0077,0.1464,0,41.1538,138.9316,1127.8293,13.8159,13.3261,0.0016,0,0,0,0.0016,0,0.0016,15.2351,13.6903,1.5448,0,0.007,0.006,3e-04,7e-04,0,7e-04,0.0064
319,"MO",0.4057,0.039,0,39.8571,132.8487,1133.1394,13.8051,13.1878,0.5249,0,0,0.0361,0.4888,0.0361,0.4888,15.134,14.7881,0.3459,0,0.0362,0.0153,9e-04,0.0201,8e-04,0.0187,0.0167
320,"MO",1.7074,0.1676,0,40.283,135.3962,1124.5681,13.9743,13.2863,1.552,0,0,0,1.552,0,1.552,14.6781,12.5045,2.1736,0,0.0339,0.0149,0,0.019,0.0033,0.0011,0.0295
321,"MO",0.551,0.0846,0,41.1887,141,1141.7401,13.9995,13.5073,0.6985,0,0,0,0.6985,0,0.6985,13.5198,13.5198,0,0,0.0093,0.0093,0,0,0,0,0.0093
322,"MO",4.4175,0.0075,0,40.1639,138.623,1151.9224,14.0629,13.6241,4.6821,0,0,0,4.6821,0,4.6821,11.7817,11.2942,0.4875,0,0.0053,0.0045,8e-04,0,0,0,0.0053
323,"MO",10.0277,0.0894,0,40.1515,137.5152,1146.0999,14.0586,13.5418,10.6484,0,0,0,10.6484,0,10.6484,10.6375,10.6375,0,0,0.007,0.0067,0,3e-04,0,0,0.007
324,"MO",0,0.0236,0,40,133.2982,1144.5632,13.7208,13.1989,0,0,0,0,0,0,0,15.0944,14.7806,0.3138,0,0.0034,0.0034,0,0,0.0021,0,0.0013
325,"MO",0,0,0,39.4681,131.6383,1151.0347,13.7738,13.2104,0,0,0,0,0,0,0,15.2276,13.8828,1.3448,0,0.0109,0.0027,0,0.0082,1e-04,0.0074,0.0035
326,"MO",0.0229,0.1103,0,37.8195,120.1278,1158.7212,13.1686,12.7717,0,0,0,0,0,0,0,14.1661,13.1818,0.9843,0,0.0146,0.0097,0.0032,0.0016,0,0,0.0146
327,"MO",0.0287,0.1122,0,39.4248,127.3009,1158.5626,13.2738,12.9137,0,0,0,0,0,0,0,15.0668,13.6453,1.4215,0,0.008,0.0073,3e-04,4e-04,0,0,0.008
328,"MO",0.0189,0.257,0,39.2931,127.8621,1150.5518,13.4075,13.0416,0,0,0,0,0,0,0,14.5881,10.7153,3.8728,0,0.089,0.0244,0.003,0.0615,0.0171,0.0473,0.0246
329,"MO",0.031,0.0984,0,41.2336,135.3358,1150.9513,13.3148,13.1982,0,0,0,0,0,0,0,16.2164,14.3639,1.8525,0,0.0314,0.0091,3e-04,0.0221,0.0107,0.0102,0.0106
330,"MO",0.1047,0.0345,0,43.4267,144.92,1145.3293,13.4014,13.3718,0.1462,0,0,0.1462,0,0,0.1462,15.7735,13.9993,1.7742,0,0.1647,0.0125,8e-04,0.1514,0.1441,0.0086,0.012
331,"MO",0.0172,0.0296,0,46.2292,160.8125,1155.1195,13.4127,13.825,0,0,0,0,0,0,0,18.9199,17.7284,1.1915,0,0.0109,0.0101,0,8e-04,0,0.0026,0.0084
332,"MO",0.0062,0,0,45.8194,156.9444,1130.3309,13.512,13.6325,0,0,0,0,0,0,0,17.4298,15.1044,2.3254,0,0.0153,0.0153,0,0,0.001,0,0.0143
333,"MO",0.0705,0.102,0,45.5909,158.7727,1140.8268,13.5531,13.811,0,0,0,0,0,0,0,16.5284,14.6004,1.9281,0,0.0383,0.028,0.0013,0.0091,0,0.0023,0.036
334,"MO",0.0672,0.1092,0,44.5,150.551,1140.9709,13.4793,13.5167,0,0,0,0,0,0,0,17.038,13.7706,3.2674,0,0.038,0.0114,0.0027,0.0239,0.0189,0.0051,0.014
335,"MO",0.0589,0.2801,0,43.8448,146.6638,1146.119,13.5883,13.3362,0,0,0,0,0,0,0,14.7525,12.3101,2.4385,0.0039,0.043,0.0115,0,0.0315,0.0315,0,0.0115
336,"MO",0.0045,0.1061,0,35.6833,112.2417,1158.5594,13.1426,12.6715,0,0,0,0,0,0,0,15.8159,15,0.816,0,0.0172,0.0136,3e-04,0.0033,0,0,0.0172
337,"MO",0,0.132,0,39.6839,128,1148.8732,13.4448,12.8444,0,0,0,0,0,0,0,15.7028,13.7662,1.9366,0,0.0261,0.0164,0.0016,0.008,0.0063,0.0011,0.0186
338,"MO",0,0.0038,0,39.0833,121.0917,1151.3966,13.0797,12.4382,0,0,0,0,0,0,0,16.752,14.4998,2.2522,0,0.0235,0.0185,0.0031,0.0019,0,0.0012,0.0223
339,"MO",0.0047,0.0944,0,38.8559,119.2072,1149.8911,13.0962,12.3024,0,0,0,0,0,0,0,15.2056,14.8348,0.3708,0,0.0101,0.0094,7e-04,0,8e-04,7e-04,0.0085
340,"MO",0,0.0838,0,37.4593,118.4074,1144.5739,13.3565,12.6313,0,0,0,0,0,0,0,14.3947,13.171,1.2237,0,0.0144,0.0114,0.0019,0.0011,0,0,0.0144
341,"MO",0,0.2915,0,38.8152,122.4565,1142.9474,13.3847,12.6081,0,0,0,0,0,0,0,15.5319,13.517,2.0149,0,0.0376,0.0054,0.0039,0.0283,0.0039,0.0283,0.0054
342,"MO",0.0284,0.3071,0,39.806,129.0224,1119.6155,13.5962,12.8818,0,0,0,0,0,0,0,15.8067,13.7833,2.0234,0,0.0062,0.0046,0.001,6e-04,3e-04,0,0.0059
343,"MO",0.0317,0.1874,0,40.8981,135.3694,1108.5408,13.6717,13.099,0,0,0,0,0,0,0,16.5362,15.3418,1.1944,0,0.006,0.0049,4e-04,7e-04,3e-04,3e-04,0.0055
344,"MO",0.0083,0.0421,0,42.8519,141.3148,1151.6165,13.5569,13.1132,0,0,0,0,0,0,0,15.2844,13.7556,1.5287,0,0.0082,0.0071,0.0011,0,9e-04,0,0.0073
345,"MO",0.0782,0.1823,0,44.5541,150.1847,1140.2955,13.7189,13.3174,0,0,0,0,0,0,0,15.8191,14.1157,1.7034,0,0.014,0.0119,7e-04,0.0014,0.0015,0,0.0125
346,"MO",0.0353,0.2481,0,45.0926,154.0648,1135.3757,13.8828,13.4394,0,0,0,0,0,0,0,15.6187,14.0248,1.5939,0,0.0172,0.0115,0,0.0057,0.0073,4e-04,0.0095
347,"MO",0.4648,1.2383,0,47.5981,164.2897,1127.8528,14.0375,13.5789,0,0,0,0,0,0,0,15.0984,12.0214,3.077,0,0.0193,0.0158,0.0011,0.0025,0.0021,0,0.0172
348,"MO",0.0601,0.201,0,46.4045,159.7191,1141.174,13.7032,13.6364,0,0,0,0,0,0,0,13.8554,12.7469,0,1.1085,0.0306,0.0306,0,0,0,0,0.0306
349,"MO",0.0768,0.3042,0,47.2222,166.7037,1164.8757,13.6095,14.0097,0,0,0,0,0,0,0,17.3479,15.5731,1.7748,0,0.046,0.0407,0.0041,0.0012,0.0049,0.009,0.0321
350,"MO",0.0381,0.1858,0,48.5794,170.4112,1158.447,13.825,13.8775,0,0,0,0,0,0,0,15.9085,13.3547,2.5538,0,0.0468,0.0445,4e-04,0.0019,0,4e-04,0.046
351,"MO",0.5179,0.4909,0,48.7297,168.3108,1140.554,13.8057,13.64,0,0,0,0,0,0,0,16.8484,14.5228,0.0068,2.3188,0.0188,0.0114,8e-04,0.0067,0.0014,0.0067,0.0107
352,"MO",0.074,0.1245,0,48.9875,172.2875,1147.5331,14.0257,13.9083,0.0325,0,0,0,0.0325,0,0.0325,16.1381,14.9838,1.1544,0,0.0589,0.0053,0.0018,0.0518,0.0518,0,0.007
353,"MO",1.7498,0.5722,0,51.3239,179.3521,1120.488,14.1527,13.7511,0.7859,0,0,0,0.7859,0,0.7859,13.6037,11.5586,0.006,2.039,0.1155,0.0669,0.0042,0.0443,0.0507,0.041,0.0238
354,"MO",0.0046,0.1659,0,41.4786,142.9829,1145.8716,13.9252,13.5798,0,0,0,0,0,0,0,14.5163,13.4911,1.0253,0,0.007,0.0043,0,0.0027,0.0035,0,0.0035
355,"MO",0.2859,0.5979,0,45.5079,159.3651,1132.4839,14.1485,13.7922,0.2859,0,0,0,0.2859,0,0.2859,15.3211,12.9351,2.3861,0,0.01,0.0056,0,0.0044,0.0013,0,0.0088
356,"MO",0.0248,0.1065,0,24.876,74.9174,1171.2733,12.9467,12.029,0,0,0,0,0,0,0,15.8344,15.0769,0.7574,0,0.0258,0.0087,0.0098,0.0074,0,0.0059,0.0199
357,"MO",0.6006,2.6873,0.0155,14.386,33.5263,1094.0635,12.868,9.3811,0,0,0,0,0,0,0,15.8115,14.2685,1.5431,0,3.6847,0.0471,0.2594,3.3782,3.4382,0.1237,0.1228
