"hu12_lat","hu12_long"
36.8173065,-94.1367264
36.7443085,-94.1373672
36.7026596,-94.2566299
36.7878456,-94.2573471
36.7696457,-94.3598709
36.7045059,-94.3514252
36.6577911,-94.4232941
36.8099518,-94.4425049
36.7354164,-94.4924545
36.5641136,-94.4067688
36.8722649,-94.5160828
37.6140823,-91.7334518
37.5710068,-91.6597824
37.6564751,-91.5482712
37.6536026,-91.645607
37.7523193,-91.6551056
37.8409157,-91.6816711
37.8216782,-91.5806046
37.9221344,-91.7079849
37.9703712,-91.5816956
37.5623436,-91.3546219
37.6082077,-91.4692154
37.6445541,-91.3697052
37.7096176,-91.4317627
37.7279434,-91.3094177
37.8253136,-91.3617249
37.7886353,-91.4463806
37.8510895,-91.4970856
37.9251938,-91.5214462
37.8950233,-91.2834854
37.9377937,-91.3535309
37.9962082,-91.4450912
38.0373344,-91.3066711
38.2001419,-91.7151489
38.2650528,-91.5837555
38.0239563,-91.6530762
38.0965271,-91.7044678
38.0799408,-91.582695
38.1513519,-91.5607147
38.0944138,-91.442749
38.1805115,-91.4382324
38.2157097,-91.5105667
38.1672058,-91.3319626
38.2767296,-91.4018555
38.3452263,-91.4639511
38.3521042,-91.3585968
38.2248955,-91.2549744
38.3122253,-91.3223419
38.360775,-91.2619019
36.6225967,-90.3683395
36.5373344,-91.184494
38.1681099,-87.9924622
37.6114388,-88.2093353
38.2086143,-88.0807266
38.1849289,-88.130928
38.0914574,-88.1365585
38.026432,-88.2140961
37.9605827,-88.0912476
37.9693871,-88.1468506
38.2930908,-89.5230331
38.2444077,-89.5718613
38.245285,-89.6610718
38.3012505,-89.746994
38.2597237,-88.4697342
38.199955,-88.7322388
38.2256432,-88.6173172
38.2594032,-88.6699448
38.1238174,-88.5872192
38.1743088,-88.5669174
38.1729393,-88.4382401
38.2262535,-88.30439
38.1497765,-88.3889084
38.1147194,-88.3459396
38.0838585,-88.2803955
38.1837387,-88.2436371
38.1509666,-88.1845551
37.5458221,-88.3228531
37.4946251,-88.3146744
37.5227509,-88.5330429
37.3970871,-88.5389633
37.5719872,-88.4061203
37.4480743,-88.4785004
37.4909439,-88.428978
37.4722481,-88.6323013
37.4857826,-88.7774658
37.5055809,-88.6678162
37.4000969,-88.668869
37.3923492,-88.7694626
37.2964439,-88.6141357
37.3458824,-88.5945358
37.2370872,-88.5463333
37.5723686,-88.9102783
37.62183,-88.9341812
37.6694374,-88.820488
37.5897408,-88.806778
37.6656151,-88.7097549
37.872818,-88.7094803
37.8360062,-88.6346054
37.780941,-88.6847458
37.7360306,-88.6801834
37.8075409,-88.5489349
37.7747993,-88.4448242
37.7175026,-88.5247345
37.6130753,-88.714859
37.5765877,-88.6820908
37.6481705,-88.5977097
37.6419601,-88.4866562
37.7099075,-88.3990936
38.0769501,-88.559082
38.0639076,-88.4456177
37.9855537,-88.6166534
37.9920654,-88.5349884
37.8965111,-88.5865707
37.934803,-88.5921326
37.8739586,-88.4795151
37.9801598,-88.4459991
37.9098091,-88.2166595
38.0145607,-88.3553085
37.9436417,-88.3324966
37.8856735,-88.2836533
37.8459244,-88.3781967
37.8187218,-88.2531433
37.7740555,-88.3022842
37.7627754,-88.1995697
37.7088737,-88.2703323
37.6243401,-88.3223724
37.6567841,-88.3602829
37.5539207,-88.2146912
37.1412277,-88.5284729
37.2171021,-88.6866837
37.4676971,-88.8742676
37.4336014,-88.9162445
37.5237122,-89.1298065
37.5224838,-89.0384064
37.4872246,-89.162384
37.2850189,-88.7090759
37.3232956,-88.7579269
37.2471199,-88.8333511
37.3004227,-88.8323288
37.3951683,-88.989418
37.268425,-88.9372635
38.0461769,-86.0023117
38.0561104,-86.094429
38.0819969,-87.850563
38.0082779,-87.9224701
38.0762253,-88.6690216
38.1150665,-88.7662888
38.0710907,-88.7321472
38.0106697,-88.7334366
38.0292625,-88.8295898
37.990097,-88.878685
37.9614525,-88.7439499
37.9154854,-88.7898178
38.1314163,-87.5873947
38.1819916,-87.6607513
38.1226006,-87.731163
38.0667458,-87.7817841
38.0383224,-87.7245255
38.0120506,-87.6891632
38.0023842,-87.7925873
38.3525505,-90.1130753
38.2911034,-90.0592957
38.2216225,-89.9924393
38.2936707,-89.9654694
38.1910667,-89.6842804
38.1471367,-89.7412491
38.104187,-89.8136902
38.1565247,-89.8271103
38.188694,-90.1259003
38.2332039,-90.106926
38.1564941,-90.0239639
38.1555481,-89.9519348
38.249958,-89.8154144
38.1841736,-89.8878098
38.0390511,-89.8689499
38.0640602,-89.9720612
38.1394005,-87.893959
38.1005936,-87.9640808
38.0670433,-88.0188217
38.0239944,-88.0619659
37.9571342,-87.9906006
37.9096222,-88.0373306
37.8628387,-88.0228653
37.8422165,-88.1079865
38.2926674,-90.3832626
38.163372,-90.2824173
38.075943,-90.2284164
38.1076851,-90.1412582
38.0062714,-90.0570297
37.9215698,-89.9395905
37.8336334,-89.7026596
37.765358,-89.619194
37.7496109,-89.551384
37.6113091,-89.5142517
37.5243416,-89.5338211
37.396431,-89.4729309
37.3040314,-89.5651169
37.20401,-89.4702988
37.0638542,-89.3526764
37.0401764,-89.2541199
38.1016922,-86.4853973
38.085247,-86.5505219
38.0175018,-86.5770187
38.0100594,-86.6353836
37.9620171,-86.6943359
37.9494858,-86.6313553
38.0530357,-86.7066879
38.0450706,-86.7735367
38.1063614,-86.9095764
38.0763206,-86.8451996
38.0276489,-86.8941498
38.0001717,-86.9791641
37.9608536,-87.0380478
37.9164925,-87.0791016
38.1055031,-87.0211334
38.0531693,-87.0777283
38.1115913,-87.2608414
38.03759,-87.2176666
37.9960938,-87.1414261
37.9739761,-87.2100143
37.9121361,-87.1837158
37.9072876,-87.2576599
38.0566216,-87.3038635
37.98386,-87.3219833
37.9481392,-87.3511505
38.1893463,-87.5374985
38.1255836,-87.391716
38.026722,-87.409523
38.1384087,-87.4755325
38.0793037,-87.4864655
38.0572433,-87.5487213
38.0603218,-87.6058426
38.0204086,-87.610321
37.9995003,-87.5159302
37.9381638,-87.6682587
37.9572067,-87.8388748
37.9187698,-87.7869873
38.2902184,-90.1898575
38.2693977,-90.296669
38.2025719,-90.2484131
37.9138069,-89.921875
37.981842,-89.6106491
38.1040344,-89.649025
38.044323,-89.7476273
37.9596672,-89.8065491
37.9606705,-89.697052
37.8975449,-89.7015533
37.5676651,-89.3957596
37.4466438,-89.2963638
37.5274124,-89.3303986
37.4891739,-89.4328842
37.3861122,-89.3749466
37.2261658,-89.4136658
37.2870789,-89.4244843
38.2579575,-89.0805283
38.2388649,-88.8913879
38.1901321,-88.8796463
38.1356392,-88.9978561
38.159668,-88.8306274
38.1021194,-88.8863449
38.0621147,-88.9718628
37.901371,-88.851738
37.9272232,-88.9466934
37.8528671,-88.8492584
37.8050499,-88.9174271
37.8365059,-88.9900894
38.2290802,-89.1433411
38.1669502,-89.1471481
38.0935402,-89.1212158
37.9924393,-89.1280136
38.0456772,-89.2108612
37.9620895,-89.2437439
37.8854065,-89.1964111
38.0083847,-89.044342
37.9910316,-88.9748383
37.9065285,-89.0815506
37.9186172,-89.0436478
37.7930489,-89.0649185
37.8263741,-89.1330414
37.7607841,-88.8340149
37.7076111,-88.9383774
37.6234398,-89.0153503
37.6176338,-89.0746536
37.625721,-89.1338806
37.7142944,-89.0699539
37.5682716,-89.225914
37.6554871,-89.1930618
37.7323723,-89.2150421
38.1440163,-89.5685959
38.1163406,-89.509079
38.0482178,-89.5092468
38.0695992,-89.4475861
37.965786,-89.5181503
37.9822617,-89.40728
38.2977905,-89.3440628
38.2737236,-89.3978119
38.199791,-89.3348618
38.210186,-89.4718094
38.1721535,-89.4111481
38.1771851,-89.2798843
38.1276932,-89.2938156
38.0549355,-89.2882309
37.9598961,-89.3082123
38.0549889,-89.3713837
37.8884544,-89.4345169
37.9017982,-89.360199
37.8237495,-89.3729095
37.8911896,-89.2937851
37.8277779,-89.2948685
37.8712425,-89.559288
37.8164139,-89.4703369
37.7565041,-89.3145981
37.7485275,-89.4871445
37.6181984,-89.2819672
37.6473656,-89.357254
37.6649323,-89.442749
37.3878365,-89.0879898
37.2509575,-89.0749283
37.3446236,-89.1855545
37.3921852,-89.1712341
37.3048286,-89.0299454
37.3579369,-89.2749939
37.2964058,-89.246109
37.2472038,-89.3205719
37.2600365,-89.1915436
37.1782608,-89.1984482
37.2233887,-89.1834564
37.1476936,-89.3405304
37.1700554,-89.2760773
36.707634,-90.0692596
36.6274986,-90.1279221
36.5753021,-90.1105499
36.2760887,-90.0832062
37.12257,-89.6071167
37.1924858,-89.6728668
37.0419312,-89.9013214
37.1208725,-89.920578
36.9509392,-90.0840073
37.0087166,-89.9332581
37.043457,-90.0378113
36.9440231,-89.9108124
37.0550194,-89.8314667
36.9486885,-89.7577896
36.7032738,-89.8217239
36.6181793,-89.859169
36.637867,-89.8032532
36.7055931,-89.7575607
36.8206711,-89.7296677
36.6335068,-89.897049
36.7530174,-89.9380569
36.4486465,-89.9518967
36.6307449,-90.0123138
36.476635,-90.0542679
37.1293564,-89.7674866
36.9989166,-89.6684418
36.8043213,-89.6564102
36.8376617,-89.617897
36.6875992,-89.5808945
36.8610115,-89.6910858
36.610672,-89.6801529
36.4379463,-89.6142654
36.3807182,-89.8136673
36.3061943,-89.8623886
36.3544121,-89.6839447
36.2983513,-89.7501907
37.8280525,-89.7692642
37.7115936,-89.692688
37.7305298,-89.8146133
37.6608887,-89.6025238
37.6183548,-89.8886566
37.6454697,-89.7199631
37.5703278,-89.745369
37.5654488,-89.606041
37.4605865,-89.5643997
36.9968185,-89.3633804
37.2221336,-90.346756
37.1483612,-90.2854004
37.6041641,-90.1766891
37.4846802,-90.194519
37.3935928,-90.2324677
37.387989,-90.1601486
37.3354149,-90.2944183
37.2970581,-90.1893997
37.2257881,-90.2285233
37.3161583,-90.0813217
37.4119339,-90.0784912
37.3740768,-89.9857483
37.3360634,-89.8949585
37.2857552,-89.9557571
37.2567368,-89.8439331
37.2242699,-90.101799
37.1652451,-90.1579056
37.131813,-90.046936
37.2280426,-90.0212402
37.1840973,-90.0269928
37.2067451,-89.9309921
37.6213951,-90.0984116
37.5679359,-89.995575
37.5152016,-89.8302536
37.5108147,-90.0487518
37.4568672,-89.9449234
37.4097633,-89.8660965
37.4928436,-89.8686905
37.4078178,-89.7006149
37.4318657,-89.734169
37.3635216,-89.8287659
37.2891541,-89.7910614
37.3443336,-89.6317749
37.3417282,-89.6809464
37.1809845,-89.5462418
37.2387505,-89.7431259
36.9384346,-89.1827393
36.9287529,-89.2862473
36.8494911,-89.3355484
36.7768288,-89.3865585
36.8283691,-89.2054367
36.781044,-89.258934
36.6719551,-89.2759628
36.6241875,-89.4016113
37.040638,-89.5781403
37.0812035,-89.4630585
36.998455,-89.4919662
36.9019432,-89.5246887
36.9133949,-89.5727386
36.9190292,-89.4137726
36.7995644,-89.4451218
36.7837906,-89.5118027
36.6629372,-89.4773788
37.6579666,-90.3167419
37.5584297,-90.2748718
37.5469437,-90.3729477
37.6974716,-90.6275253
37.802887,-90.3564072
37.7486153,-90.3495483
37.7652626,-90.4962616
37.7143517,-90.4874191
37.6870804,-90.3979416
37.6040611,-90.6705856
37.5735054,-90.5557861
37.6466713,-90.5064774
37.5786858,-90.445282
37.48032,-90.699295
37.3307991,-90.6831894
37.3786659,-90.5975571
37.2856369,-90.5547562
37.4892349,-90.5876999
37.4916115,-90.4555359
37.4518623,-90.3105545
37.3978844,-90.3827057
37.4301453,-90.4545822
37.375351,-90.5091019
37.2900124,-90.4253845
37.1986198,-90.5989075
37.1968498,-90.4746933
37.1144676,-90.5002594
37.0787354,-90.5972366
36.9931641,-90.4691162
37.0470314,-90.4172745
37.0650558,-90.3207626
36.9485512,-90.3465347
37.1019707,-90.1267395
37.081089,-90.1921692
36.9917831,-90.1863708
36.8865585,-89.9562378
36.8266335,-90.0387115
36.8375626,-90.1300201
36.7473831,-90.0768204
36.8353157,-90.1848145
36.8551559,-90.2507553
36.2185478,-89.826622
36.2005882,-89.9467697
36.4676361,-89.7283401
36.1400108,-89.6898575
36.194828,-89.7301102
36.0755959,-89.7469101
36.0987625,-89.7856903
36.1629372,-89.7994461
36.0814705,-89.8462448
36.1380539,-89.8808441
37.444149,-91.0903778
37.4925842,-91.0812683
37.4372025,-90.9391861
37.6074638,-90.8130493
37.5227432,-90.8094711
37.6177597,-91.061676
37.6457481,-90.9031754
37.6452675,-90.9775696
37.5495911,-91.0372238
37.5625114,-90.9345093
37.4928627,-90.9080276
37.3732567,-91.1319656
37.2839699,-91.0604172
37.2585373,-91.1027298
37.2991753,-91.0142593
37.1234283,-90.9184952
37.1481857,-90.8696747
37.2247467,-90.8983688
37.4264183,-90.8151932
37.3523102,-90.7952118
37.3675499,-90.9638138
37.2799911,-90.8529053
37.2901955,-90.7713776
37.1934586,-90.7673798
37.1770515,-90.7004166
37.0847321,-90.7718582
37.010273,-90.8380737
36.9861145,-90.7231827
37.0497665,-90.6663361
36.9796295,-90.5981979
36.9128342,-90.5044098
36.8432236,-90.3932114
36.7465706,-90.2063141
36.7713547,-90.3180389
36.7756462,-90.264534
36.6469727,-90.2305756
36.9066315,-90.66436
36.8685417,-90.7115936
36.7980423,-90.5920181
36.8352661,-90.5324707
36.7341881,-90.5073242
36.7689629,-90.4418869
36.0728683,-89.9231949
36.1361961,-89.9735413
36.0489044,-90.013916
36.9544678,-91.0868378
37.1526604,-91.1059341
37.0674133,-91.1423111
37.0339279,-91.150444
37.1047554,-91.0008392
37.0718727,-91.0511398
37.0316315,-90.9525375
36.9764862,-90.9129639
36.9489708,-90.996048
36.9030724,-90.9114075
36.8585358,-91.1552124
36.8445396,-91.0395126
